id,name,birthdate,gender,race,net_income,region,average_grades,num_bathrooms,distance_from_school,dropout
334,José Ferreira,2007-01-21,Female,White,1569.51,Center,3.23,2,4.73,0
335,Pedro Ferreira,2008-06-10,Female,White,2873.9,North,9.63,1,5.84,1
336,José Martins,2001-01-17,Female,Brown,4679.47,South,4.84,2,4.88,1
337,Camila Souza,2009-01-17,Male,White,531.13,West,0.74,2,7.55,1
338,Lucas Santos,2005-03-08,Female,White,2845.74,Center,4.05,3,11.81,0
339,Camila Ferreira,2005-10-04,Male,White,4529.52,North,1.1,1,1.2,1
340,Clara Souza,2006-09-28,Male,Brown,4229.36,South,7.24,1,8.31,0
341,Clara Souza,2006-03-11,Female,Brown,2890.74,East,7.3,1,12.49,1
342,Paulo Silva,2004-05-02,Male,Brown,830.25,North,6.68,1,0.82,0
343,Lucas Costa,2000-07-06,Male,White,1542.67,South,1.82,1,4.2,1
344,Camila Santos,2003-08-20,Female,Brown,1762.72,East,8.14,1,1.83,0
345,Ana Lima,2005-02-15,Female,Brown,2861.99,East,4.73,1,1.08,1
346,Camila Silva,2001-02-08,Female,Brown,3585.35,Center,8.8,2,0.8,0
347,João Lima,2006-01-06,Female,Black,616.95,West,6.95,1,11.74,1
348,João Ferreira,2009-02-12,Female,White,2393.15,West,3.45,1,10.5,1
349,Clara Lima,2007-09-23,Male,White,722.52,North,6.72,1,7.71,0
350,Paulo Santos,2006-09-19,Female,White,2497.12,South,6.85,1,10.52,1
351,José Costa,2003-04-20,Male,Brown,3841.27,East,4.43,1,3.88,1
352,Maria Lima,2007-06-10,Male,Brown,1251.62,South,6.52,2,13.79,0
353,Carla Ribeiro,2008-08-27,Female,Black,4536.89,North,5.81,1,0.2,1
354,Clara Ferreira,2006-04-15,Male,White,5186.06,Center,8.38,2,6.46,0
355,Ana Pereira,2008-05-28,Female,White,2940.93,East,3.72,1,14.53,1
356,Paulo Santos,2007-01-18,Male,Brown,3009.92,North,2.96,1,5.53,1
357,Clara Oliveira,2000-03-11,Male,White,3950.59,West,2.44,2,13.11,1
358,Paulo Pereira,2004-04-22,Male,White,-1525.72,West,8.15,1,4.62,1
359,Pedro Silva,2000-11-05,Male,Brown,5779.15,East,6.65,1,0.12,1
360,Carla Oliveira,2004-03-21,Female,White,3824.31,East,0.48,1,13.63,1
361,Maria Lima,2002-05-27,Female,White,4637.2,North,0.19,2,9.58,1
362,Camila Pereira,2001-10-17,Female,Black,2112.96,West,2.93,3,8.08,1
363,Paulo Santos,2001-06-05,Female,Black,2880.88,East,8.63,2,11.41,1
364,Maria Martins,2003-05-18,Male,White,3716.13,West,0.82,1,9.61,1
365,Carla Silva,2000-10-04,Female,White,2987.63,North,4.2,3,7.5,0
366,Pedro Costa,2004-09-14,Female,White,1504.29,Center,5.67,1,2.91,0
367,Paulo Oliveira,2004-03-13,Female,Brown,1980.66,North,7.78,2,13.25,0
368,Carla Oliveira,2005-01-05,Male,White,1336.91,North,8.63,1,10.7,1
369,Maria Oliveira,2009-02-20,Female,White,4370.87,West,0.4,2,14.92,1
370,Clara Lima,2000-04-27,Male,Indigenous,3197.9,Center,3.9,2,13.12,0
371,Paulo Oliveira,2001-04-28,Female,Brown,3935.4,West,6.13,1,3.39,0
372,Clara Lima,2006-03-11,Male,Brown,1865.5,South,8.03,2,12.35,0
373,Ana Santos,2004-09-02,Male,White,2207.04,South,1.1,2,12.94,0
374,Carla Lima,2000-11-18,Female,White,1786.27,Center,3.57,1,8.05,1
375,Maria Oliveira,2003-02-05,Female,Brown,2825.98,Center,1.4,1,11.56,1
376,Pedro Costa,2001-05-07,Male,Brown,3140.83,North,8.3,2,5.48,0
377,Camila Costa,2006-07-22,Male,White,1920.79,North,0.28,2,2.97,1
378,Maria Ribeiro,2006-01-04,Female,White,4358.65,South,5.28,2,13.21,1
379,Lucas Pereira,2004-06-25,Male,White,2316.65,Center,7.19,2,0.71,0
380,Paulo Souza,2000-02-06,Male,Brown,4556.22,Center,7.24,1,0.5,1
381,Lucas Souza,2005-04-24,Female,White,529.8,Center,9.57,1,3.55,1
382,Camila Santos,2006-04-12,Male,Brown,1551.13,North,4.71,1,2.54,0
383,Camila Santos,2004-09-09,Female,White,5498.02,Center,5.25,1,7.29,0
384,Pedro Silva,2001-02-24,Male,Brown,1684.32,North,3.18,1,9.94,1
385,Pedro Pereira,2004-02-24,Male,Brown,2466.38,Center,1.43,1,0.45,1
386,Lucas Silva,2005-06-22,Male,Brown,1272.86,Center,4.95,1,1.49,1
387,José Ribeiro,2008-02-02,Male,White,3636.04,West,9.32,1,14.78,1
388,Paulo Souza,2001-07-01,Male,Black,929.66,North,4.85,2,3.68,0
389,Carla Martins,2009-07-24,Female,White,3833.88,South,9.44,2,11.63,1
390,Camila Martins,2001-04-12,Male,Brown,1448.9,East,9.1,1,4.49,1
391,Camila Souza,2003-10-05,Female,White,5207.78,East,7.24,1,6.76,0
392,Ana Costa,2002-11-25,Male,White,1040.63,Center,1.89,2,7.02,1
393,Pedro Lima,2008-09-19,Male,Brown,874.32,North,9.46,2,0.84,1
394,Carla Ribeiro,2000-09-16,Male,White,1552.4,North,2.89,1,6.84,1
395,Ana Martins,2006-06-07,Female,White,3762.97,South,9.52,2,12.12,1
396,Ana Lima,2001-07-07,Male,Brown,3741.53,North,0.45,1,13.33,1
397,Lucas Martins,2005-01-10,Female,White,5271.29,East,6.38,3,6.14,1
398,Lucas Ribeiro,2005-08-28,Male,White,-121.18,North,5.95,2,10.01,0
399,Maria Ferreira,2007-10-27,Male,White,1995.45,North,3.22,2,2.74,1
400,Pedro Martins,2001-08-04,Female,White,1991.73,South,5.55,1,5.78,0
401,Paulo Silva,2006-05-07,Female,White,1565.62,West,7.78,2,9.5,0
402,Lucas Pereira,2001-02-17,Male,Brown,2054.14,East,3.14,1,9.7,1
403,Camila Ferreira,2000-10-17,Female,Brown,2431.41,Center,3.0,1,6.81,0
404,Clara Pereira,2002-07-07,Male,White,2228.54,East,1.88,1,4.65,1
405,Lucas Ferreira,2007-08-15,Male,Brown,4228.75,West,7.07,2,14.97,0
406,Lucas Pereira,2000-07-18,Female,Brown,2526.89,South,8.91,1,1.51,1
407,Paulo Ferreira,2007-03-24,Female,Brown,-425.65,East,4.0,1,9.81,1
408,Camila Souza,2006-10-22,Female,Black,1501.75,Center,1.1,1,6.55,0
409,Ana Ferreira,2005-03-07,Female,White,4719.57,West,3.6,1,8.49,0
410,Pedro Ribeiro,2007-12-02,Female,Brown,4694.36,Center,7.39,1,10.92,0
411,José Ferreira,2002-08-17,Female,Black,4072.57,East,7.54,2,3.77,1
412,Pedro Ribeiro,2001-10-22,Female,Brown,2761.92,West,0.96,1,11.67,1
413,Clara Costa,2002-08-26,Male,Black,2274.25,North,2.24,1,11.85,1
414,Camila Martins,2001-10-12,Male,Brown,4809.73,East,4.03,2,5.92,1
415,Clara Lima,2003-12-24,Female,White,-1978.76,North,6.31,1,6.67,1
416,José Martins,2003-02-07,Male,Brown,1737.5,West,6.66,2,10.74,1
417,Maria Pereira,2002-02-26,Female,Brown,1083.37,North,7.34,2,10.66,0
418,João Silva,2007-10-25,Female,Brown,3710.12,West,3.08,2,11.93,1
419,João Costa,2000-07-24,Female,Brown,4462.22,East,4.37,1,13.01,1
420,Maria Silva,2004-04-02,Female,White,5195.29,Center,8.27,2,12.43,0
421,Ana Pereira,2009-03-26,Female,Brown,4487.57,Center,1.42,1,0.28,1
422,João Pereira,2003-02-21,Female,White,4543.17,West,9.84,1,5.35,0
423,João Ribeiro,2009-12-18,Male,Brown,1777.3,North,5.32,1,11.64,1
424,Pedro Santos,2009-01-21,Female,Brown,2708.23,West,2.98,3,4.97,0
425,Pedro Souza,2004-10-25,Male,White,2465.58,Center,8.3,1,1.48,0
426,Paulo Souza,2008-05-22,Female,Brown,2369.07,South,2.14,2,9.96,1
427,José Lima,2005-08-03,Male,White,239.94,North,9.14,2,4.83,1
428,Lucas Pereira,2009-09-07,Male,White,924.85,East,9.59,1,1.37,1
429,Carla Costa,2002-04-06,Male,Brown,3135.02,Center,5.84,1,0.14,0
430,Carla Souza,2006-07-23,Male,White,6020.17,East,2.76,3,0.12,1
431,Camila Souza,2008-04-03,Female,Brown,4691.34,North,1.76,1,5.02,0
432,João Santos,2003-12-22,Male,Brown,2600.06,East,1.97,3,11.76,1
433,Carla Ribeiro,2005-06-05,Female,Brown,270.78,North,0.14,2,9.08,1
434,Ana Pereira,2005-11-04,Female,White,1582.52,Center,7.44,1,6.72,0
435,Ana Martins,2001-02-20,Male,Brown,2345.33,South,9.93,1,14.35,0
436,Ana Oliveira,2001-06-20,Male,White,3675.44,North,2.76,1,4.71,0
437,Ana Costa,2007-09-13,Female,Brown,921.9,West,3.52,1,11.09,1
438,Clara Oliveira,2005-01-17,Female,Brown,4731.08,West,2.3,2,9.05,0
439,Lucas Oliveira,2000-03-06,Female,Brown,3344.21,Center,1.47,1,13.36,0
440,Paulo Costa,2003-04-12,Female,Black,2902.27,North,8.56,1,5.9,1
441,Camila Santos,2001-10-14,Male,Brown,1582.22,East,8.55,2,1.04,1
442,Ana Ferreira,2006-04-13,Female,Brown,2406.83,North,4.75,1,0.64,1
443,Ana Silva,2005-07-03,Female,Black,2734.36,East,9.55,1,0.18,0
444,Camila Silva,2004-07-17,Male,Brown,3881.83,North,5.01,1,11.16,0
445,Maria Lima,2008-08-27,Female,Brown,-1357.94,Center,2.08,1,9.96,1
446,Pedro Costa,2002-11-09,Male,White,1772.43,Center,1.03,1,12.03,1
447,Carla Pereira,2008-01-09,Female,Indigenous,4351.33,West,5.95,1,0.25,0
448,Ana Pereira,2002-09-17,Male,Brown,3621.94,West,7.86,2,13.71,0
449,Clara Souza,2005-09-20,Female,Black,4248.7,West,1.08,2,12.5,1
450,Paulo Lima,2002-03-27,Female,Brown,4164.23,East,7.35,1,13.11,1
451,Paulo Pereira,2000-03-26,Female,Brown,2423.06,East,0.1,1,10.05,1
452,Carla Costa,2000-02-06,Male,Brown,3167.91,Center,1.83,1,14.39,0
453,João Oliveira,2007-10-18,Female,White,3295.47,South,4.79,1,7.45,1
454,Maria Santos,2004-04-26,Male,White,1384.17,North,9.39,1,9.12,0
455,Camila Santos,2007-07-28,Male,Brown,2354.74,West,2.33,1,13.99,1
456,Paulo Oliveira,2000-02-27,Male,Brown,4669.67,South,4.24,2,10.65,1
457,Lucas Pereira,2006-02-22,Male,White,3064.78,Center,4.39,3,8.75,0
458,Ana Pereira,2000-12-25,Male,Brown,2238.77,South,4.99,1,10.21,0
459,José Costa,2006-03-14,Male,White,3503.19,West,4.18,2,2.37,0
460,Pedro Pereira,2008-07-13,Female,Brown,2862.2,East,0.73,1,10.22,1
461,Camila Silva,2007-09-09,Female,Brown,1436.11,Center,5.54,2,6.48,1
462,Camila Pereira,2003-08-23,Female,Brown,2020.85,West,6.42,1,12.7,1
463,João Santos,2001-05-26,Male,White,1376.88,Center,6.86,2,5.14,1
464,Ana Costa,2009-11-20,Female,White,2457.46,Center,2.07,1,1.84,1
465,Camila Costa,2004-06-04,Male,Brown,4368.67,Center,1.83,1,9.35,1
466,Ana Ferreira,2000-02-10,Male,Brown,2979.52,West,5.59,1,3.08,0
467,Ana Santos,2000-04-16,Male,White,1103.84,West,3.31,2,13.05,1
468,Camila Martins,2003-08-06,Female,White,-273.81,North,5.36,2,9.43,0
469,Camila Martins,2000-02-28,Male,White,90.19,Center,7.77,2,11.0,0
470,Paulo Souza,2006-10-27,Female,White,2721.1,South,8.54,1,11.44,1
471,João Silva,2001-09-19,Male,Brown,3843.21,East,2.05,1,2.45,0
472,Clara Lima,2002-11-27,Female,Brown,1019.69,Center,1.83,1,6.1,1
473,Ana Martins,2000-08-23,Male,White,3895.11,South,3.15,1,8.47,1
474,Paulo Oliveira,2008-10-21,Female,Brown,2764.61,North,5.57,1,3.12,1
475,Carla Souza,2002-12-27,Female,Black,1799.21,East,7.22,2,12.87,1
476,Lucas Ferreira,2007-05-08,Male,Brown,1875.06,North,9.49,3,10.38,0
477,Camila Silva,2009-12-16,Female,White,552.16,South,2.92,2,10.09,1
478,Lucas Ribeiro,2005-05-13,Female,White,2466.91,North,6.78,1,8.43,0
479,José Pereira,2002-07-14,Female,White,-236.16,West,3.13,1,5.62,0
480,Camila Lima,2004-09-12,Female,Brown,1455.07,Center,9.47,1,2.39,0
481,Carla Ribeiro,2001-08-19,Male,White,1242.78,Center,1.27,3,9.48,1
482,Camila Souza,2003-09-18,Female,White,5758.02,West,6.62,1,14.8,0
483,Paulo Pereira,2008-03-07,Male,White,1871.91,Center,4.76,2,8.7,1
484,João Pereira,2008-03-25,Female,Brown,1552.16,East,5.8,1,4.62,1
485,Ana Oliveira,2003-09-10,Male,Brown,1908.17,South,3.23,2,13.31,1
486,Pedro Santos,2005-02-15,Male,Brown,3899.31,West,9.33,1,2.95,0
487,Paulo Silva,2009-08-27,Female,Brown,574.88,South,0.18,1,10.72,1
488,Maria Ribeiro,2005-12-13,Female,Brown,2655.2,East,4.59,1,11.87,1
489,José Lima,2007-09-13,Male,White,1621.75,South,2.91,2,6.65,0
490,Ana Ferreira,2001-08-27,Male,Brown,1733.95,East,6.22,1,3.98,1
491,Carla Costa,2000-05-27,Male,White,1792.62,Center,6.24,1,8.93,1
492,Pedro Santos,2006-11-13,Female,Brown,3013.19,North,4.83,1,11.91,1
493,Maria Ferreira,2005-04-15,Female,White,4174.39,Center,0.9,1,7.17,0
494,Pedro Pereira,2006-06-04,Female,White,5554.69,West,4.8,1,4.45,1
495,Ana Costa,2006-11-20,Female,Brown,3886.28,Center,6.73,3,9.53,0
496,João Pereira,2009-03-02,Male,Brown,832.2,Center,6.94,2,7.87,0
497,Camila Ferreira,2002-11-04,Male,Brown,1531.0,East,4.87,1,9.86,0
498,Ana Silva,2000-12-15,Female,White,791.42,North,1.23,2,14.46,1
499,José Ferreira,2005-07-07,Male,Brown,1987.22,East,4.36,1,4.63,1
500,Maria Silva,2001-08-16,Male,White,2579.03,North,3.42,3,0.95,0
501,Carla Lima,2006-10-26,Female,Brown,597.51,North,9.42,1,6.59,0
502,Lucas Ferreira,2004-01-08,Female,White,3489.0,East,2.79,1,14.2,0
503,Carla Ferreira,2000-10-04,Male,Brown,1965.16,West,7.64,1,0.11,0
504,Maria Ferreira,2001-12-24,Male,White,2571.88,West,2.5,1,1.46,1
505,José Souza,2000-10-24,Female,White,3383.31,South,0.62,2,13.82,1
506,João Lima,2008-04-05,Male,Brown,1048.4,West,9.27,1,11.94,0
507,Maria Lima,2000-03-13,Female,Brown,3035.45,West,2.84,1,9.25,1
508,Clara Ribeiro,2001-07-09,Female,White,2703.44,North,3.85,1,14.39,1
509,Camila Lima,2005-03-23,Female,White,3664.31,West,6.7,1,1.12,1
510,Ana Ferreira,2008-06-22,Female,White,44.73,Center,7.44,1,0.54,0
511,Camila Oliveira,2006-01-15,Female,White,2204.75,South,4.93,1,13.11,0
512,José Santos,2004-11-05,Male,Brown,3983.55,Center,9.51,2,5.32,0
513,Ana Martins,2007-03-16,Male,Black,5106.41,East,7.27,2,2.66,1
514,José Martins,2004-11-19,Male,White,2025.97,West,4.92,1,0.52,1
515,Lucas Ferreira,2006-02-12,Female,Black,473.74,South,1.46,3,5.98,0
516,Clara Oliveira,2008-11-09,Female,Brown,3786.97,Center,6.22,1,8.94,1
517,João Ferreira,2008-11-08,Male,White,4987.14,South,8.58,1,6.61,0
518,Camila Souza,2002-10-06,Male,White,2865.64,Center,6.85,1,9.67,0
519,Carla Ribeiro,2001-05-15,Male,Brown,1389.28,Center,1.51,2,10.82,1
520,Maria Martins,2005-04-06,Female,Brown,3081.26,West,2.24,1,12.94,1
521,Camila Lima,2003-10-02,Male,White,194.77,South,2.07,1,1.58,0
522,Lucas Lima,2003-09-16,Male,White,2221.46,North,6.18,1,10.93,0
523,Lucas Martins,2003-05-23,Female,White,280.1,South,6.74,1,3.94,0
524,Paulo Santos,2009-01-14,Female,Brown,3025.52,South,8.21,1,12.09,1
525,Maria Lima,2005-04-14,Male,White,504.72,South,5.73,1,5.3,0
526,Clara Ribeiro,2005-07-25,Female,White,508.57,Center,5.09,2,8.6,1
527,Clara Pereira,2005-06-12,Female,White,5217.87,Center,0.08,1,2.26,0
528,Lucas Souza,2008-09-06,Female,Black,976.87,West,0.05,1,8.47,1
529,Carla Silva,2001-05-21,Male,White,6104.2,South,9.57,1,2.2,0
530,Lucas Souza,2007-09-13,Male,White,2709.19,East,8.42,2,12.83,1
531,Maria Santos,2007-08-07,Male,White,3944.78,West,0.9,1,3.54,1
532,Clara Ribeiro,2000-12-07,Female,White,2593.41,South,3.91,1,0.74,0
533,Ana Pereira,2001-07-12,Female,Brown,4112.89,South,6.65,3,8.14,0
534,João Santos,2008-07-10,Female,Brown,3094.58,North,0.49,1,4.12,0
535,Clara Pereira,2007-06-01,Male,Black,3242.23,South,2.15,1,8.35,1
536,José Oliveira,2001-03-11,Male,White,3703.31,North,9.52,1,12.05,0
537,Ana Oliveira,2002-12-03,Male,Brown,3383.26,West,5.18,1,7.08,0
538,Paulo Costa,2007-12-23,Male,Brown,4900.84,South,3.17,2,10.07,0
539,Carla Ribeiro,2008-08-11,Female,Brown,1199.6,Center,2.76,1,9.19,1
540,Maria Martins,2009-01-26,Male,White,2462.4,North,9.16,1,6.38,0
541,Maria Santos,2005-02-28,Female,Brown,2169.95,South,1.18,3,0.66,0
542,Pedro Costa,2002-02-21,Male,Brown,499.33,Center,2.46,1,14.99,1
543,Carla Souza,2001-02-08,Female,White,2860.88,South,9.69,2,5.24,0
544,Clara Martins,2006-08-23,Male,White,1210.46,North,1.78,1,14.09,1
545,Maria Martins,2000-03-05,Male,White,2590.98,East,9.83,2,6.77,0
546,João Ferreira,2002-05-24,Female,Brown,1127.86,Center,7.42,3,7.97,0
547,Ana Ferreira,2002-02-19,Female,Brown,4059.82,Center,9.66,2,0.19,1
548,Ana Costa,2008-07-12,Female,White,1176.2,West,7.3,1,10.95,1
549,Clara Martins,2006-11-11,Male,Brown,3004.89,Center,6.37,2,1.59,1
550,Lucas Costa,2009-11-05,Female,White,2257.7,South,9.43,1,8.39,0
551,Pedro Santos,2008-02-24,Female,White,511.49,Center,7.26,2,1.33,1
552,Paulo Souza,2003-06-07,Male,Brown,956.13,East,0.49,1,10.03,1
553,Carla Costa,2002-07-02,Female,White,61.69,South,9.01,2,4.21,0
554,Paulo Martins,2001-05-10,Female,White,4702.76,South,5.34,1,0.8,0
555,João Santos,2006-02-10,Male,White,2709.27,South,8.1,1,11.19,1
556,Lucas Costa,2002-08-17,Female,Brown,1334.66,South,9.93,2,10.67,0
557,Paulo Lima,2009-04-14,Female,White,2856.73,South,6.96,1,5.75,0
558,Lucas Martins,2004-08-22,Female,White,5150.35,Center,3.91,1,9.59,1
559,Camila Pereira,2009-10-10,Male,White,1777.75,West,4.86,2,9.8,0
560,Paulo Costa,2007-02-10,Female,White,-331.96,Center,6.84,2,12.56,1
561,Ana Santos,2004-11-15,Male,Brown,2747.13,Center,3.16,2,7.92,1
562,João Santos,2004-03-26,Male,Black,3386.47,North,6.79,3,6.45,0
563,Pedro Silva,2000-02-13,Female,White,607.24,South,7.25,1,5.53,1
564,Carla Ferreira,2001-06-12,Male,White,1022.18,West,6.03,1,3.16,1
565,João Souza,2006-05-19,Male,White,2184.85,West,0.54,1,11.26,1
566,Lucas Ribeiro,2006-06-01,Male,White,3576.57,East,6.07,2,3.92,0
567,José Ribeiro,2009-07-10,Female,Brown,467.19,West,4.77,1,8.13,1
568,José Pereira,2000-04-17,Female,Brown,1512.56,Center,5.02,1,12.47,1
569,Clara Costa,2001-02-28,Female,Brown,1152.87,West,6.57,1,10.25,1
570,Camila Lima,2007-01-12,Female,White,2272.06,North,0.13,2,5.99,0
571,Camila Pereira,2001-05-22,Female,White,4246.96,North,5.88,1,9.42,0
572,Maria Lima,2003-06-22,Female,White,3185.6,West,6.47,2,10.93,1
573,Lucas Silva,2001-07-11,Female,Brown,1957.77,Center,2.63,2,6.75,0
574,Pedro Pereira,2004-05-11,Male,Brown,2844.7,North,6.91,1,0.94,0
575,Clara Souza,2000-03-24,Male,White,3762.79,South,5.05,1,5.57,0
576,Maria Santos,2007-08-09,Female,White,1885.13,North,4.78,1,5.95,0
577,Lucas Ribeiro,2002-07-15,Female,Brown,4124.44,South,2.91,2,9.89,1
578,Pedro Ribeiro,2005-01-20,Female,Brown,2051.72,West,2.62,1,12.08,0
579,Carla Costa,2006-04-25,Male,Brown,1352.57,North,7.68,2,2.71,0
580,Clara Santos,2001-05-21,Female,Brown,1882.58,South,4.96,1,2.88,1
581,Maria Souza,2000-02-28,Female,Black,5120.0,West,9.96,2,9.84,0
582,José Costa,2002-08-21,Female,Brown,2391.54,North,2.42,2,1.25,1
583,Lucas Costa,2008-01-12,Male,White,1548.49,West,2.98,1,4.4,1
584,Pedro Costa,2004-08-24,Male,White,3070.5,Center,8.16,3,0.43,0
585,Maria Souza,2009-06-20,Male,Brown,454.32,West,7.6,2,0.5,0
586,João Lima,2002-07-28,Female,Brown,3647.22,South,9.88,2,13.61,0
587,Clara Ferreira,2009-04-27,Male,Indigenous,3074.97,North,9.54,2,8.69,1
588,Paulo Ribeiro,2005-11-10,Female,White,6239.52,Center,1.65,3,9.97,0
589,José Silva,2001-09-25,Female,White,4241.95,West,8.35,1,12.94,0
590,Carla Lima,2006-07-02,Male,Brown,-60.86,East,5.26,2,5.0,0
591,Carla Costa,2001-03-10,Female,White,2505.0,Center,0.35,2,7.94,1
592,Camila Martins,2009-08-22,Female,White,5081.98,Center,5.64,1,4.75,0
593,Pedro Costa,2008-07-28,Male,Indigenous,3715.34,Center,2.11,1,10.24,1
594,Pedro Lima,2001-11-16,Male,White,3379.13,West,8.96,1,3.19,0
595,Maria Oliveira,2006-02-17,Female,Brown,-409.84,Center,5.29,1,11.85,1
596,José Ferreira,2003-09-27,Male,Brown,2477.49,East,6.19,2,4.33,1
597,Lucas Souza,2005-04-08,Female,White,3477.45,North,6.29,1,3.55,0
598,João Silva,2008-07-04,Male,White,2567.78,East,1.05,1,12.21,1
599,Pedro Ferreira,2006-01-16,Female,Black,4378.56,West,5.36,1,2.93,0
600,Ana Silva,2007-11-16,Male,White,2995.05,South,1.04,2,4.23,1
601,Carla Ribeiro,2003-08-15,Male,Brown,1787.48,West,6.51,1,7.77,0
602,Ana Costa,2004-09-13,Female,White,3079.68,Center,3.37,1,11.21,0
603,Ana Silva,2003-03-15,Male,White,2719.82,North,9.14,3,0.33,0
604,Camila Costa,2003-04-17,Male,Brown,5643.33,Center,8.77,1,10.37,1
605,Clara Ribeiro,2008-12-18,Female,White,2054.69,Center,5.89,1,6.02,0
606,Paulo Costa,2005-04-22,Female,White,787.75,North,7.85,1,10.87,1
607,Paulo Silva,2002-05-16,Female,Brown,2284.83,East,1.42,1,10.89,0
608,Camila Costa,2006-12-16,Male,White,2872.53,East,0.59,1,10.17,1
609,José Souza,2003-05-02,Female,Brown,1952.04,South,0.78,2,6.56,0
610,João Martins,2008-04-11,Female,Brown,2246.81,North,3.49,1,14.83,0
611,Paulo Santos,2006-12-14,Male,Brown,2821.21,South,5.45,1,9.59,1
612,Ana Pereira,2003-01-12,Male,White,1720.93,Center,8.96,2,13.28,1
613,Ana Silva,2005-09-24,Male,White,4873.79,South,9.65,2,0.55,0
614,Ana Pereira,2004-08-01,Female,White,1628.58,West,5.97,1,9.93,0
615,Camila Martins,2000-06-20,Male,Brown,5261.9,North,4.08,1,12.96,1
616,Paulo Silva,2001-09-10,Female,Black,1201.41,Center,0.3,1,11.43,1
617,Carla Costa,2004-05-27,Male,White,2113.13,South,3.16,2,0.19,0
618,Clara Santos,2000-09-25,Female,White,2036.84,North,5.5,1,8.24,0
619,José Souza,2009-08-09,Female,Brown,3342.83,Center,9.45,1,3.32,0
620,Clara Pereira,2001-04-01,Female,White,2336.04,North,8.0,2,10.86,0
621,José Ribeiro,2004-04-12,Female,White,2163.34,Center,6.26,2,1.48,0
622,José Ribeiro,2007-06-07,Male,Black,4370.43,East,6.55,2,14.23,1
623,Paulo Santos,2009-11-14,Female,Brown,2397.42,West,2.32,3,2.83,0
624,Pedro Pereira,2000-09-20,Male,White,3239.35,North,8.42,3,0.43,1
625,Camila Silva,2009-10-11,Female,White,4531.45,North,9.68,1,9.09,1
626,Pedro Santos,2004-01-27,Male,White,2737.04,East,0.27,1,0.36,1
627,Lucas Ferreira,2000-10-03,Male,White,2967.27,East,8.73,1,4.29,1
628,Paulo Costa,2005-11-02,Female,White,2168.41,North,1.97,1,7.62,1
629,José Silva,2005-12-26,Male,Brown,2099.61,South,7.61,1,14.71,0
630,Paulo Silva,2009-08-05,Male,White,2032.27,East,0.3,1,8.56,1
631,Pedro Oliveira,2006-02-08,Male,Brown,1641.97,West,5.06,1,6.2,1
632,Carla Ribeiro,2000-08-13,Male,Brown,1685.59,West,3.78,1,7.33,1
633,Maria Silva,2001-06-16,Male,Brown,982.07,Center,3.45,2,11.89,1
634,Ana Ferreira,2005-05-14,Female,White,735.84,Center,2.17,2,6.6,1
635,José Lima,2007-01-24,Female,Brown,626.31,Center,4.49,1,0.24,1
636,Ana Martins,2000-09-27,Male,Brown,398.74,West,3.42,2,2.56,1
637,José Souza,2005-05-01,Male,Brown,1053.27,East,5.55,2,3.88,0
638,Camila Silva,2000-03-22,Female,Brown,2193.77,East,2.74,1,12.83,1
639,Clara Souza,2008-08-09,Female,Black,2705.25,Center,9.6,2,8.86,0
640,Ana Oliveira,2008-05-09,Male,Black,850.6,South,2.91,2,6.8,1
641,Maria Pereira,2005-02-24,Female,White,3012.31,South,7.14,1,9.06,0
642,Paulo Oliveira,2003-04-01,Male,Brown,1586.17,North,0.29,2,11.77,0
643,Maria Ribeiro,2003-08-11,Male,Brown,2454.23,Center,2.83,2,0.79,1
644,Paulo Martins,2008-04-03,Female,Brown,709.01,South,7.21,1,8.36,1
645,Paulo Lima,2000-07-24,Female,Black,2436.06,East,0.39,2,5.94,1
646,Pedro Pereira,2001-07-04,Female,Brown,325.73,North,3.96,1,7.36,1
647,Paulo Ribeiro,2007-09-13,Female,Brown,2471.25,East,6.68,1,10.15,1
648,Camila Ribeiro,2005-07-20,Female,Brown,-2069.29,East,7.62,1,1.0,1
649,João Oliveira,2004-02-03,Female,White,2945.95,North,2.43,1,6.1,0
650,Carla Pereira,2004-03-24,Female,White,4369.95,North,7.74,2,13.75,0
651,José Oliveira,2004-10-04,Male,Brown,2159.66,West,5.05,1,2.12,1
652,Ana Costa,2003-12-02,Female,Brown,988.99,East,6.92,2,11.43,1
653,Ana Ferreira,2007-03-18,Female,White,1133.09,North,5.02,2,2.2,0
654,Pedro Ribeiro,2000-03-18,Male,Brown,4322.32,South,6.09,1,12.63,0
655,Carla Ferreira,2001-04-07,Female,Brown,2723.35,East,5.04,1,1.55,0
656,Paulo Silva,2004-04-17,Female,White,4878.85,West,4.86,2,4.92,1
657,Ana Ferreira,2002-06-14,Female,White,1342.61,West,9.42,1,11.86,0
658,Camila Santos,2006-01-20,Female,White,3049.38,Center,8.59,3,4.1,0
659,Lucas Pereira,2000-07-10,Female,Brown,5603.84,Center,1.9,2,7.2,1
660,Camila Pereira,2008-03-19,Male,Black,3617.75,Center,3.3,1,10.22,1
661,Maria Souza,2005-07-17,Male,Black,1274.56,Center,8.09,1,13.42,1
662,Clara Ferreira,2002-08-19,Female,Brown,1390.28,West,0.69,1,3.3,1
663,Pedro Pereira,2002-03-12,Male,White,3875.82,Center,7.29,1,7.77,1
664,Paulo Pereira,2006-08-22,Male,White,2188.7,South,0.32,1,7.95,1
